type,datum,NIS,kieskring,mandaten,"ingeschreven
kiezers",stembiljetten,blanco&ongeldig,lijstnr,lijst,"aantal
kandidaten",lijststemmen cat.1,lijststemmen cat.2,stemcijfer,verkiesbaarheidscijfer,verkregen zetels
CG,14/10/2018,42004,Buggenhout,23,11433,10721,369,1,sp.a,11,218,431,649,,0
CG,14/10/2018,42004,Buggenhout,23,11433,10721,369,2,N-VA,23,520,1760,2280,1900,5
CG,14/10/2018,42004,Buggenhout,23,11433,10721,369,3,CD&V,23,326,4341,4667,4334,13
CG,14/10/2018,42004,Buggenhout,23,11433,10721,369,5,VLAAMS BELANG,23,470,1415,1885,1508,4
CG,14/10/2018,42004,Buggenhout,23,11433,10721,369,6,Open Vld,23,195,676,871,436,1
CG,14/10/2018,31006,Damme,21,8765,8160,364,2,N-VA,21,522,879,1401,1051,3
CG,14/10/2018,31006,Damme,21,8765,8160,364,3,CD&V+,21,477,4806,5283,4973,16
CG,14/10/2018,31006,Damme,21,8765,8160,364,7,de Damse belangen,15,409,703,1112,742,2
CG,14/10/2018,35029,De Haan,23,10651,9877,351,4,Groen,19,315,405,720,360,1
CG,14/10/2018,35029,De Haan,23,10651,9877,351,5,VLAAMS BELANG,8,284,169,453,,0
CG,14/10/2018,35029,De Haan,23,10651,9877,351,7,VOORUIT !,23,114,781,895,597,2
CG,14/10/2018,35029,De Haan,23,10651,9877,351,8,ANDERS:BETER,23,112,283,395,,0
CG,14/10/2018,35029,De Haan,23,10651,9877,351,9,Bewust,23,273,3271,3544,3222,10
CG,14/10/2018,35029,De Haan,23,10651,9877,351,10,OPEN & N-VA,23,371,3148,3519,3200,10
CG,14/10/2018,38008,De Panne,21,8621,7809,337,2,N-VA,21,212,548,760,380,1
CG,14/10/2018,38008,De Panne,21,8621,7809,337,5,VLAAMS BELANG,6,146,229,375,,0
CG,14/10/2018,38008,De Panne,21,8621,7809,337,7,HET PLAN - B,21,206,1157,1363,1091,4
CG,14/10/2018,38008,De Panne,21,8621,7809,337,8,ACTIE,21,298,1659,1957,1678,6
CG,14/10/2018,38008,De Panne,21,8621,7809,337,9,Lijst Burgemeester,21,294,2617,2911,2647,10
CG,14/10/2018,38008,De Panne,21,8621,7809,337,10,GEMEEND VERZET DeP-A,2,39,67,106,,0
CG,14/10/2018,44012,De Pinte,21,8340,7991,211,2,N-VA,21,487,825,1312,984,3
CG,14/10/2018,44012,De Pinte,21,8340,7991,211,3,CD&V,21,351,2864,3215,2923,10
CG,14/10/2018,44012,De Pinte,21,8340,7991,211,6,Open Vld,21,383,604,987,658,2
CG,14/10/2018,44012,De Pinte,21,8340,7991,211,7,RUIMTE,21,594,1672,2266,1943,6
CG,14/10/2018,34009,Deerlijk,21,9365,9049,350,2,N-VA,21,434,921,1355,1017,3
CG,14/10/2018,34009,Deerlijk,21,9365,9049,350,3,CD&V,21,384,3041,3425,3114,10
CG,14/10/2018,34009,Deerlijk,21,9365,9049,350,6,Open Vld,21,387,1975,2362,2025,6
CG,14/10/2018,34009,Deerlijk,21,9365,9049,350,7,Deerlijk²,10,357,841,1198,799,2
CG,14/10/2018,34009,Deerlijk,21,9365,9049,350,8,DURF!,1,166,193,359,,0
CG,14/10/2018,44083,Deinze,35,33639,31657,1034,1,sp.a plus,35,501,1117,1618,809,1
CG,14/10/2018,44083,Deinze,35,33639,31657,1034,2,N-VA,35,1585,3610,5195,4453,6
CG,14/10/2018,44083,Deinze,35,33639,31657,1034,3,CD&V,35,930,10121,11051,10315,14
CG,14/10/2018,44083,Deinze,35,33639,31657,1034,4,GroenRood,35,1331,2341,3672,2938,4
CG,14/10/2018,44083,Deinze,35,33639,31657,1034,5,VLAAMS BELANG,21,1020,1244,2264,1510,2
CG,14/10/2018,44083,Deinze,35,33639,31657,1034,7,OPEN DEINZE,35,995,5453,6448,5732,8
CG,14/10/2018,44083,Deinze,35,33639,31657,1034,8,DBA,35,73,302,375,,0
CG,14/10/2018,41011,Denderleeuw,27,14714,13844,680,2,N-VA,27,650,1044,1694,1271,3
CG,14/10/2018,41011,Denderleeuw,27,14714,13844,680,3,CD&V,27,248,2022,2270,1892,5
CG,14/10/2018,41011,Denderleeuw,27,14714,13844,680,4,Groen,21,483,610,1093,729,2
CG,14/10/2018,41011,Denderleeuw,27,14714,13844,680,5,VLAAMS BELANG,27,1105,2348,3453,3108,9
CG,14/10/2018,41011,Denderleeuw,27,14714,13844,680,7,PLUS,27,153,679,832,416,1
CG,14/10/2018,41011,Denderleeuw,27,14714,13844,680,8,LvB,27,392,2355,2747,2404,7
CG,14/10/2018,41011,Denderleeuw,27,14714,13844,680,9,DVD,27,100,563,663,,0
CG,14/10/2018,41011,Denderleeuw,27,14714,13844,680,10,E.R.N.A.,15,72,340,412,,0
CG,14/10/2018,42006,Dendermonde,35,35646,32762,1186,1,sp.a-Groen,35,1373,4038,5411,4638,6
CG,14/10/2018,42006,Dendermonde,35,35646,32762,1186,2,N-VA,35,1820,5258,7078,6292,8
CG,14/10/2018,42006,Dendermonde,35,35646,32762,1186,3,CD&V,35,950,9119,10069,9295,12
CG,14/10/2018,42006,Dendermonde,35,35646,32762,1186,5,VLAAMS BELANG,35,1572,3165,4737,3948,5
CG,14/10/2018,42006,Dendermonde,35,35646,32762,1186,6,Open Vld,35,702,3579,4281,3425,4
CG,14/10/2018,37002,Dentergem,19,6596,6385,289,7,EENDRACHT,19,532,3079,3611,3334,12
CG,14/10/2018,37002,Dentergem,19,6596,6385,289,8,FOCUS8720,19,477,2008,2485,2175,7
CG,14/10/2018,13006,Dessel,21,7246,6874,285,2,N-VA,21,390,3005,3395,3113,11
CG,14/10/2018,13006,Dessel,21,7246,6874,285,3,CD&V,21,160,941,1101,826,3
CG,14/10/2018,13006,Dessel,21,7246,6874,285,7,D & W,21,219,1874,2093,1832,7
CG,14/10/2018,44013,Destelbergen,25,14206,13509,460,1,sp.a-Groen,25,1156,1441,2597,2165,5
CG,14/10/2018,44013,Destelbergen,25,14206,13509,460,2,N-VA,25,1037,2006,3043,2609,6
CG,14/10/2018,44013,Destelbergen,25,14206,13509,460,3,CD&V,25,431,2406,2837,2365,5
CG,14/10/2018,44013,Destelbergen,25,14206,13509,460,5,VLAAMS BELANG,6,549,335,884,442,1
CG,14/10/2018,44013,Destelbergen,25,14206,13509,460,6,Open Vld,25,963,2725,3688,3279,8
CG,14/10/2018,71011,Diepenbeek,25,14933,14060,706,2,N-VA,25,678,2837,3515,3076,7
CG,14/10/2018,71011,Diepenbeek,25,14933,14060,706,3,CD&V,25,267,1520,1787,1341,3
CG,14/10/2018,71011,Diepenbeek,25,14933,14060,706,4,Groen,25,356,950,1306,871,2
CG,14/10/2018,71011,Diepenbeek,25,14933,14060,706,6,Open Vld,25,202,1411,1613,1210,3
CG,14/10/2018,71011,Diepenbeek,25,14933,14060,706,7,PRO 3590,25,167,865,1032,516,1
CG,14/10/2018,71011,Diepenbeek,25,14933,14060,706,8,PUUR - DIEPENBEEK,25,579,3522,4101,3691,9
CG,14/10/2018,24020,Diest,27,18641,17268,740,1,sp.a,27,474,2584,3058,2549,5
CG,14/10/2018,24020,Diest,27,18641,17268,740,2,N-VA,27,994,1127,2121,1591,3
CG,14/10/2018,24020,Diest,27,18641,17268,740,4,Groen,27,766,837,1603,1069,2
CG,14/10/2018,24020,Diest,27,18641,17268,740,5,VLAAMS BELANG,9,796,537,1333,667,1
CG,14/10/2018,24020,Diest,27,18641,17268,740,7,Open Diest,27,802,3550,4352,3869,8
CG,14/10/2018,24020,Diest,27,18641,17268,740,8,DDS,27,655,3406,4061,3610,8
CG,14/10/2018,32003,Diksmuide,25,13072,12393,515,1,sp.a-open,25,248,1647,1895,1516,4
CG,14/10/2018,32003,Diksmuide,25,13072,12393,515,2,N-VA,25,579,2165,2744,2352,6
CG,14/10/2018,32003,Diksmuide,25,13072,12393,515,3,CD&V,25,295,2598,2893,2532,7
CG,14/10/2018,32003,Diksmuide,25,13072,12393,515,4,Groen,17,310,497,807,404,1
CG,14/10/2018,32003,Diksmuide,25,13072,12393,515,5,VLAAMS BELANG,9,456,370,826,413,1
CG,14/10/2018,32003,Diksmuide,25,13072,12393,515,7,Idee Diksmuide,25,378,2335,2713,2326,6
CG,14/10/2018,23016,Dilbeek,35,30646,27810,1032,2,N-VA LvBurgemeester,35,1494,5068,6562,5966,10
CG,14/10/2018,23016,Dilbeek,35,30646,27810,1032,3,CD&V,35,416,3486,3902,3252,5
CG,14/10/2018,23016,Dilbeek,35,30646,27810,1032,4,Groen-sp.a,35,898,1957,2855,2142,3
CG,14/10/2018,23016,Dilbeek,35,30646,27810,1032,5,VLAAMS BELANG,11,560,900,1460,730,1
CG,14/10/2018,23016,Dilbeek,35,30646,27810,1032,7,ONAFHANKELIJK,1,78,131,209,,0
CG,14/10/2018,23016,Dilbeek,35,30646,27810,1032,8,DNA!,35,464,1374,1838,1226,2
CG,14/10/2018,23016,Dilbeek,35,30646,27810,1032,9,UF=MR+DÉFI+IND,10,1002,1779,2781,2086,3
CG,14/10/2018,23016,Dilbeek,35,30646,27810,1032,10,LVBurger Open-VLD,35,957,6214,7171,6574,11
CG,14/10/2018,72041,Dilsen-Stokkem,27,14901,14124,910,2,N-VA,27,642,1187,1829,1372,3
CG,14/10/2018,72041,Dilsen-Stokkem,27,14901,14124,910,3,CD&V,27,326,2494,2820,2418,6
CG,14/10/2018,72041,Dilsen-Stokkem,27,14901,14124,910,6,Open Vld,27,490,4082,4572,4157,10
CG,14/10/2018,72041,Dilsen-Stokkem,27,14901,14124,910,7,Voor U,27,135,784,919,460,1
CG,14/10/2018,72041,Dilsen-Stokkem,27,14901,14124,910,8,VOORUIT DILS-STOK,27,379,2695,3074,2690,7
CG,14/10/2018,23098,Drogenbos,17,3441,2938,215,7,UF,17,237,536,773,645,5
CG,14/10/2018,23098,Drogenbos,17,3441,2938,215,8,DROGENBOS PLUS - LB,17,317,991,1308,1190,10
CG,14/10/2018,23098,Drogenbos,17,3441,2938,215,9,Ecolo-GroenDrogenbos,7,140,94,234,,0
CG,14/10/2018,23098,Drogenbos,17,3441,2938,215,10,go1620,15,124,284,408,272,2
CG,14/10/2018,12009,Duffel,25,13437,12480,350,2,N-VA,25,788,3131,3919,3563,10
CG,14/10/2018,12009,Duffel,25,13437,12480,350,3,CD&V,25,368,2474,2842,2436,6
CG,14/10/2018,12009,Duffel,25,13437,12480,350,4,Groen,25,481,2121,2602,2231,6
CG,14/10/2018,12009,Duffel,25,13437,12480,350,5,VLAAMS BELANG,14,479,659,1138,759,2
CG,14/10/2018,12009,Duffel,25,13437,12480,350,6,Open Vld,25,260,544,804,402,1
CG,14/10/2018,12009,Duffel,25,13437,12480,350,7,TEAM2570,13,59,329,388,,0
CG,14/10/2018,12009,Duffel,25,13437,12480,350,8,VolksLiga Duffel,6,34,89,123,,0
CG,14/10/2018,12009,Duffel,25,13437,12480,350,9,PVDA,7,124,190,314,,0
CG,14/10/2018,11013,Edegem,27,16674,15350,303,1,sp.a,9,145,267,412,,0
CG,14/10/2018,11013,Edegem,27,16674,15350,303,2,N-VA,27,1419,6309,7728,7322,18
CG,14/10/2018,11013,Edegem,27,16674,15350,303,3,CD&V,27,377,1504,1881,1411,3
CG,14/10/2018,11013,Edegem,27,16674,15350,303,4,Groen,27,845,1951,2796,2330,5
CG,14/10/2018,11013,Edegem,27,16674,15350,303,5,VLAAMS BELANG,4,305,504,809,,0
CG,14/10/2018,11013,Edegem,27,16674,15350,303,6,Open Vld,27,277,669,946,473,1
CG,14/10/2018,11013,Edegem,27,16674,15350,303,7,PVDA+d!Em,19,147,328,475,,0
CG,14/10/2018,43005,Eeklo,27,16255,14916,784,1,sp.a,18,261,442,703,,0
CG,14/10/2018,43005,Eeklo,27,16255,14916,784,2,N-VA,27,719,1816,2535,2173,6
CG,14/10/2018,43005,Eeklo,27,16255,14916,784,3,CD&V,27,434,2298,2732,2342,6
CG,14/10/2018,43005,Eeklo,27,16255,14916,784,4,Groen,27,626,1244,1870,1496,4
CG,14/10/2018,43005,Eeklo,27,16255,14916,784,5,VLAAMS BELANG,5,615,373,988,494,1
CG,14/10/2018,43005,Eeklo,27,16255,14916,784,6,Open Vld,27,304,1751,2055,1644,4
CG,14/10/2018,43005,Eeklo,27,16255,14916,784,7,SMS EEKLO,27,438,2393,2831,2427,6
CG,14/10/2018,43005,Eeklo,27,16255,14916,784,8,EVE,20,170,248,418,,0
CG,14/10/2018,41082,Erpe-Mere,25,15867,14836,558,1,sp.a-Groen,12,532,790,1322,882,2
CG,14/10/2018,41082,Erpe-Mere,25,15867,14836,558,2,N-VA,25,838,1977,2815,2346,5
CG,14/10/2018,41082,Erpe-Mere,25,15867,14836,558,3,CD&V,25,689,4938,5627,5195,12
CG,14/10/2018,41082,Erpe-Mere,25,15867,14836,558,5,VLAAMS BELANG,15,845,779,1624,1218,3
CG,14/10/2018,41082,Erpe-Mere,25,15867,14836,558,6,Open Vld,21,291,548,839,420,1
CG,14/10/2018,41082,Erpe-Mere,25,15867,14836,558,7,STERK!,25,369,604,973,487,1
CG,14/10/2018,41082,Erpe-Mere,25,15867,14836,558,8,LEF,25,162,916,1078,539,1
CG,14/10/2018,11016,Essen,25,12256,11226,390,1,sp.a-JijmaaktEssen,25,315,1611,1926,1541,4
CG,14/10/2018,11016,Essen,25,12256,11226,390,2,N-VA/PLE,25,832,2927,3759,3418,10
CG,14/10/2018,11016,Essen,25,12256,11226,390,3,CD&V ESSEN,25,472,3285,3757,3382,9
CG,14/10/2018,11016,Essen,25,12256,11226,390,5,VLAAMS BELANG,8,316,727,1043,696,2
CG,14/10/2018,11016,Essen,25,12256,11226,390,7,Essen's Belang,21,96,255,351,,0
CG,14/10/2018,44019,Evergem,33,27585,25620,1029,2,N-VA,33,1699,7889,9588,8949,14
CG,14/10/2018,44019,Evergem,33,27585,25620,1029,3,CD&V,33,793,5516,6309,5679,9
CG,14/10/2018,44019,Evergem,33,27585,25620,1029,4,Groen,33,1285,1795,3080,2310,3
CG,14/10/2018,44019,Evergem,33,27585,25620,1029,5,VLAAMS BELANG,23,1448,1650,3098,2479,4
CG,14/10/2018,44019,Evergem,33,27585,25620,1029,7,sterk!,33,779,1737,2516,1887,3
CG,14/10/2018,23023,Galmaarden,19,6782,6424,262,2,N-VA,19,533,1239,1772,1519,6
CG,14/10/2018,23023,Galmaarden,19,6782,6424,262,3,CD&V,19,377,2913,3290,3016,11
CG,14/10/2018,23023,Galmaarden,19,6782,6424,262,5,VLAAMS BELANG,5,271,236,507,254,1
CG,14/10/2018,23023,Galmaarden,19,6782,6424,262,7,GB.G,19,229,364,593,297,1
CG,14/10/2018,44020,Gavere,23,10226,9751,408,1,sp.a,20,194,501,695,348,1
CG,14/10/2018,44020,Gavere,23,10226,9751,408,3,CD&V,23,263,780,1043,696,2
CG,14/10/2018,44020,Gavere,23,10226,9751,408,4,Groen,9,505,487,992,662,2
CG,14/10/2018,44020,Gavere,23,10226,9751,408,6,Open Vld - VOG,23,447,2973,3420,3078,9
CG,14/10/2018,44020,Gavere,23,10226,9751,408,7,Gavere durft/ N-VA,23,578,2615,3193,2874,9
CG,14/10/2018,13008,Geel,33,30370,28271,1090,2,N-VA,33,2009,5290,7299,6636,10
CG,14/10/2018,13008,Geel,33,30370,28271,1090,3,CD&V,33,960,5943,6903,6276,10
CG,14/10/2018,13008,Geel,33,30370,28271,1090,5,VLAAMS BELANG,33,1653,2113,3766,3139,5
CG,14/10/2018,13008,Geel,33,30370,28271,1090,6,Open Vld,33,508,1698,2206,1471,2
CG,14/10/2018,13008,Geel,33,30370,28271,1090,7,PVDA,33,410,1106,1516,758,1
CG,14/10/2018,13008,Geel,33,30370,28271,1090,8,De Brugpartij,33,928,3431,4359,3633,5
CG,14/10/2018,13008,Geel,33,30370,28271,1090,9,Beter Geel,23,345,787,1132,,0
CG,14/10/2018,24028,Geetbets,17,4798,4599,181,2,N-VA,17,146,297,443,222,1
CG,14/10/2018,24028,Geetbets,17,4798,4599,181,3,CD&V,17,86,791,877,658,3
CG,14/10/2018,24028,Geetbets,17,4798,4599,181,6,Open Vld,17,140,1805,1945,1769,10
CG,14/10/2018,24028,Geetbets,17,4798,4599,181,7,DNA,17,33,305,338,,0
CG,14/10/2018,24028,Geetbets,17,4798,4599,181,8,HART DORP,17,84,731,815,612,3
CG,14/10/2018,71016,Genk,39,47208,43735,1243,2,N-VA,39,1693,10016,11709,10809,12
CG,14/10/2018,71016,Genk,39,47208,43735,1243,3,CD&V,39,1204,15212,16416,15552,18
CG,14/10/2018,71016,Genk,39,47208,43735,1243,4,Groen,20,547,934,1481,,0
CG,14/10/2018,71016,Genk,39,47208,43735,1243,5,VLAAMS BELANG,21,1196,2756,3952,2964,3
CG,14/10/2018,71016,Genk,39,47208,43735,1243,7,open Genk,39,289,1064,1353,,0
CG,14/10/2018,71016,Genk,39,47208,43735,1243,8,PVDA,39,414,1654,2068,1034,1
CG,14/10/2018,71016,Genk,39,47208,43735,1243,9,Genk Anders,39,105,314,419,,0
CG,14/10/2018,71016,Genk,39,47208,43735,1243,10,PROgenk,39,284,4810,5094,4245,5
CG,14/10/2018,44021,Gent,53,181799,165693,7148,1,sp.a-Groen,53,15731,37448,53179,50762,21
CG,14/10/2018,44021,Gent,53,181799,165693,7148,2,N-VA,53,9053,10114,19167,16429,6
CG,14/10/2018,44021,Gent,53,181799,165693,7148,3,CD&V,53,3443,10536,13979,11184,4
CG,14/10/2018,44021,Gent,53,181799,165693,7148,5,VLAAMS BELANG,53,7710,4644,12354,9884,4
CG,14/10/2018,44021,Gent,53,181799,165693,7148,6,Open Vld,53,8623,31256,39879,37387,15
CG,14/10/2018,44021,Gent,53,181799,165693,7148,7,PVDA,53,5107,6071,11178,8384,3
CG,14/10/2018,44021,Gent,53,181799,165693,7148,8,DUW.GENT,28,1808,1421,3229,,0
CG,14/10/2018,44021,Gent,53,181799,165693,7148,9,MRP,5,91,407,498,,0
CG,14/10/2018,44021,Gent,53,181799,165693,7148,10,SPIEGEL Partij,14,95,234,329,,0
CG,14/10/2018,44021,Gent,53,181799,165693,7148,11,BE-ONE,25,229,1480,1709,,0
CG,14/10/2018,44021,Gent,53,181799,165693,7148,12,GENTSE BURGERS,26,814,819,1633,,0
CG,14/10/2018,44021,Gent,53,181799,165693,7148,13,VMC,19,69,411,480,,0
CG,14/10/2018,44021,Gent,53,181799,165693,7148,14,PISS-OFF,6,577,354,931,,0
CG,14/10/2018,41018,Geraardsbergen,31,25986,24401,1141,1,sp.a,31,567,2574,3141,2513,4
CG,14/10/2018,41018,Geraardsbergen,31,25986,24401,1141,2,N-VA,31,991,1077,2068,1379,2
CG,14/10/2018,41018,Geraardsbergen,31,25986,24401,1141,3,CD&V,31,487,5196,5683,5115,9
CG,14/10/2018,41018,Geraardsbergen,31,25986,24401,1141,4,Groen,12,480,506,986,,0
CG,14/10/2018,41018,Geraardsbergen,31,25986,24401,1141,5,VLAAMS BELANG,11,1212,858,2070,1380,2
CG,14/10/2018,41018,Geraardsbergen,31,25986,24401,1141,6,Open Vld,31,726,6211,6937,6404,12
CG,14/10/2018,41018,Geraardsbergen,31,25986,24401,1141,7,HET ALTERNATIEF,31,454,1333,1787,1192,2
CG,14/10/2018,41018,Geraardsbergen,31,25986,24401,1141,8,PVDA,21,220,368,588,,0
CG,14/10/2018,71017,Gingelom,19,6525,6243,313,1,sp.a GOESTING,19,428,2657,3085,2828,11
CG,14/10/2018,71017,Gingelom,19,6525,6243,313,2,N-VA,19,320,348,668,334,1
CG,14/10/2018,71017,Gingelom,19,6525,6243,313,3,CD&V,19,159,568,727,485,2
CG,14/10/2018,71017,Gingelom,19,6525,6243,313,7,LEEF,19,340,1110,1450,1209,5
CG,14/10/2018,35005,Gistel,23,9561,9121,347,1,sp.a,23,195,875,1070,714,2
CG,14/10/2018,35005,Gistel,23,9561,9121,347,2,N-VA,23,264,570,834,556,2
CG,14/10/2018,35005,Gistel,23,9561,9121,347,3,CD&V,23,229,2174,2403,2103,7
CG,14/10/2018,35005,Gistel,23,9561,9121,347,4,Groen,15,277,358,635,318,1
CG,14/10/2018,35005,Gistel,23,9561,9121,347,5,VLAAMS BELANG,7,361,330,691,346,1
CG,14/10/2018,35005,Gistel,23,9561,9121,347,6,Open Vld,23,337,2804,3141,2856,10
CG,14/10/2018,24137,Glabbeek,17,4193,4044,62,1,sp.a Plus,17,36,257,293,,0
CG,14/10/2018,24137,Glabbeek,17,4193,4044,62,2,N-VA,7,65,65,130,,0
CG,14/10/2018,24137,Glabbeek,17,4193,4044,62,3,CD&V,17,56,677,733,550,3
CG,14/10/2018,24137,Glabbeek,17,4193,4044,62,6,Open Vld,11,16,137,153,,0
CG,14/10/2018,24137,Glabbeek,17,4193,4044,62,7,SamenGROEN,17,124,359,483,322,2
CG,14/10/2018,24137,Glabbeek,17,4193,4044,62,8,Dorpspartij,17,250,1940,2190,2022,12
CG,14/10/2018,23024,Gooik,21,7269,6849,193,1,sp.a,10,57,105,162,,0
CG,14/10/2018,23024,Gooik,21,7269,6849,193,2,N-VA,21,429,1062,1491,1243,5
CG,14/10/2018,23024,Gooik,21,7269,6849,193,3,CD&V,21,319,3464,3783,3561,16
CG,14/10/2018,23024,Gooik,21,7269,6849,193,4,Groen,7,205,224,429,,0
CG,14/10/2018,23024,Gooik,21,7269,6849,193,5,VLAAMS BELANG,4,195,232,427,,0
CG,14/10/2018,23024,Gooik,21,7269,6849,193,7,FORZA AZURA,11,71,293,364,,0
CG,14/10/2018,23025,Grimbergen,33,26422,23828,1119,1,sp.a,33,415,1501,1916,1278,2
CG,14/10/2018,23025,Grimbergen,33,26422,23828,1119,2,N-VA,33,1103,1869,2972,2378,4
CG,14/10/2018,23025,Grimbergen,33,26422,23828,1119,3,CD&V,33,494,3248,3742,3208,6
CG,14/10/2018,23025,Grimbergen,33,26422,23828,1119,4,Groen,33,1317,2346,3663,3140,6
CG,14/10/2018,23025,Grimbergen,33,26422,23828,1119,6,Open Vld,33,750,3215,3965,3399,6
CG,14/10/2018,23025,Grimbergen,33,26422,23828,1119,7,Vernieuwing,33,726,4254,4980,4427,8
CG,14/10/2018,23025,Grimbergen,33,26422,23828,1119,8,UF,11,797,674,1471,736,1
CG,14/10/2018,13010,Grobbendonk,21,9010,8413,285,1,sp.a,21,137,1194,1331,1065,4
CG,14/10/2018,13010,Grobbendonk,21,9010,8413,285,2,N-VA,21,386,972,1358,1087,4
CG,14/10/2018,13010,Grobbendonk,21,9010,8413,285,3,CD&V,21,159,806,965,644,2
CG,14/10/2018,13010,Grobbendonk,21,9010,8413,285,5,VLAAMS BELANG,9,248,482,730,365,1
CG,14/10/2018,13010,Grobbendonk,21,9010,8413,285,7,deBurgers,21,137,211,348,,0
CG,14/10/2018,13010,Grobbendonk,21,9010,8413,285,8,De Lokale Lijst,21,137,574,711,356,1
CG,14/10/2018,13010,Grobbendonk,21,9010,8413,285,9,GIB,21,391,2294,2685,2417,9
CG,14/10/2018,24033,Haacht,23,11451,10582,484,1,sp.a,23,190,857,1047,698,2
CG,14/10/2018,24033,Haacht,23,11451,10582,484,2,N-VA,23,693,1610,2303,1920,5
CG,14/10/2018,24033,Haacht,23,11451,10582,484,3,CD&V,23,272,1274,1546,1160,3
CG,14/10/2018,24033,Haacht,23,11451,10582,484,4,Groen,23,484,1287,1771,1417,4
CG,14/10/2018,24033,Haacht,23,11451,10582,484,6,Open Vld,23,495,2936,3431,3088,9
CG,14/10/2018,41024,Haaltert,25,14712,13780,559,1,sp.a,25,327,737,1064,710,2
CG,14/10/2018,41024,Haaltert,25,14712,13780,559,2,N-VA,25,699,2806,3505,3116,8
CG,14/10/2018,41024,Haaltert,25,14712,13780,559,3,CD&V,25,287,1834,2121,1697,4
CG,14/10/2018,41024,Haaltert,25,14712,13780,559,5,VLAAMS BELANG,17,812,749,1561,1171,3
CG,14/10/2018,41024,Haaltert,25,14712,13780,559,7,Open en Liberaal,25,191,819,1010,505,1
CG,14/10/2018,41024,Haaltert,25,14712,13780,559,8,CENTRUMLIJST,25,388,2511,2899,2537,7
CG,14/10/2018,41024,Haaltert,25,14712,13780,559,9,P.A.T.,1,75,139,214,,0
CG,14/10/2018,41024,Haaltert,25,14712,13780,559,10,GLG HAALTERT,11,267,365,632,,0
CG,14/10/2018,41024,Haaltert,25,14712,13780,559,11,JEANNINE,1,93,122,215,,0
CG,14/10/2018,71020,Halen,21,7389,6905,387,1,sp.a,20,256,468,724,362,1
CG,14/10/2018,71020,Halen,21,7389,6905,387,2,N-VA,21,451,823,1274,1020,4
CG,14/10/2018,71020,Halen,21,7389,6905,387,3,CD&V,21,478,2912,3390,3148,13
CG,14/10/2018,71020,Halen,21,7389,6905,387,6,Open Vld,21,214,916,1130,848,3
CG,14/10/2018,23027,Halle,33,28786,25821,1023,1,sp.a,33,558,3967,4525,3960,7
CG,14/10/2018,23027,Halle,33,28786,25821,1023,2,N-VA,33,1841,4702,6543,5998,11
CG,14/10/2018,23027,Halle,33,28786,25821,1023,3,CD&V,33,541,4355,4896,4284,7
CG,14/10/2018,23027,Halle,33,28786,25821,1023,4,Groen,33,1177,1619,2796,2237,4
CG,14/10/2018,23027,Halle,33,28786,25821,1023,5,VLAAMS BELANG,9,962,1140,2102,1402,2
CG,14/10/2018,23027,Halle,33,28786,25821,1023,6,Open Vld,33,380,1084,1464,732,1
CG,14/10/2018,23027,Halle,33,28786,25821,1023,7,HALLE2019,11,462,859,1321,661,1
CG,14/10/2018,23027,Halle,33,28786,25821,1023,8,UF,12,273,368,641,,0
CG,14/10/2018,23027,Halle,33,28786,25821,1023,9,BVB HALLE,9,110,400,510,,0
CG,14/10/2018,71069,Ham,21,8439,7885,376,1,sp.a,21,172,615,787,525,2
CG,14/10/2018,71069,Ham,21,8439,7885,376,2,N-VA,21,390,574,964,643,2
CG,14/10/2018,71069,Ham,21,8439,7885,376,3,CD&V,21,373,2089,2462,2189,8
CG,14/10/2018,71069,Ham,21,8439,7885,376,4,Groen,7,164,342,506,253,1
CG,14/10/2018,71069,Ham,21,8439,7885,376,5,VLAAMS BELANG,7,384,519,903,602,2
CG,14/10/2018,71069,Ham,21,8439,7885,376,6,Open Vld,21,234,1653,1887,1618,6
CG,14/10/2018,42008,Hamme,27,19028,17887,632,1,sp.a,27,391,1433,1824,1368,3
CG,14/10/2018,42008,Hamme,27,19028,17887,632,2,N-VA,27,1152,1986,3138,2615,5
CG,14/10/2018,42008,Hamme,27,19028,17887,632,3,CD&V HAMME MOERZEKE,27,612,4282,4894,4405,9
CG,14/10/2018,42008,Hamme,27,19028,17887,632,4,Groen,27,586,1375,1961,1471,3
CG,14/10/2018,42008,Hamme,27,19028,17887,632,5,VLAAMS BELANG,17,1033,928,1961,1471,3
CG,14/10/2018,42008,Hamme,27,19028,17887,632,6,Open VLD,27,418,2226,2644,2116,4
CG,14/10/2018,42008,Hamme,27,19028,17887,632,7,LIJST NAUDTS,23,247,586,833,,0
CG,14/10/2018,72037,Hamont-Achel,23,8408,7839,327,2,N-VA,23,227,684,911,608,2
CG,14/10/2018,72037,Hamont-Achel,23,8408,7839,327,3,CD&V,23,330,2422,2752,2502,10
CG,14/10/2018,72037,Hamont-Achel,23,8408,7839,327,7,PRO HAMONT-ACHEL,23,380,2608,2988,2717,10
CG,14/10/2018,72037,Hamont-Achel,23,8408,7839,327,8,BALANS,21,71,639,710,355,1
CG,14/10/2018,72037,Hamont-Achel,23,8408,7839,327,9,JAWEL,2,44,107,151,,0
CG,14/10/2018,34013,Harelbeke,29,21572,20465,969,1,sp.a - Groen,29,1343,5054,6397,5864,11
CG,14/10/2018,34013,Harelbeke,29,21572,20465,969,2,N-VA,29,1192,1470,2662,2130,4
